stimulus_id,ground_truth_tag,model,condition,epistemic_evidence,stem_term,source
S014,UNCERTAIN,gpt-4o,2A,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,claude-3.5-sonnet,2A,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gemini-1.5-pro,2A,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gpt-4o,2B,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,claude-3.5-sonnet,2B,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gemini-1.5-pro,2B,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gpt-4o,3A,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,claude-3.5-sonnet,3A,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gemini-1.5-pro,3A,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gpt-4o,3B,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,claude-3.5-sonnet,3B,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gemini-1.5-pro,3B,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gpt-4o,3C,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,claude-3.5-sonnet,3C,suggested,IL-2,CoNLL-2010
S014,UNCERTAIN,gemini-1.5-pro,3C,suggested,IL-2,CoNLL-2010
S015,UNCERTAIN,gpt-4o,1A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,1A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,1A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,1B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,1B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,1B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,1C,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,1C,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,1C,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,2A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,2A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,2A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,2B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,2B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,2B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,3A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,3A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,3A,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,3B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,3B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,3B,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gpt-4o,3C,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,claude-3.5-sonnet,3C,possible,IL-6,CoNLL-2010
S015,UNCERTAIN,gemini-1.5-pro,3C,possible,IL-6,CoNLL-2010
S016,UNCERTAIN,gpt-4o,1A,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,1A,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,1A,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,1B,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,1B,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,1B,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,1C,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,1C,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,1C,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,2A,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,2A,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,2A,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,2B,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,2B,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,2B,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,3A,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,3A,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,3A,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,3B,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,3B,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,3B,may,CD15,CoNLL-2010
S016,UNCERTAIN,gpt-4o,3C,may,CD15,CoNLL-2010
S016,UNCERTAIN,claude-3.5-sonnet,3C,may,CD15,CoNLL-2010
S016,UNCERTAIN,gemini-1.5-pro,3C,may,CD15,CoNLL-2010
S017,UNCERTAIN,gpt-4o,1A,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,1A,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,1A,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,1B,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,1B,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,1B,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,1C,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,1C,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,1C,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,2A,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,2A,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,2A,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,2B,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,2B,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,2B,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,3A,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,3A,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,3A,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,3B,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,3B,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,3B,may,RelA,CoNLL-2010
S017,UNCERTAIN,gpt-4o,3C,may,RelA,CoNLL-2010
S017,UNCERTAIN,claude-3.5-sonnet,3C,may,RelA,CoNLL-2010
S017,UNCERTAIN,gemini-1.5-pro,3C,may,RelA,CoNLL-2010
S018,UNCERTAIN,gpt-4o,1A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,1A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,1A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,1B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,1B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,1B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,1C,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,1C,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,1C,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,2A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,2A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,2A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,2B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,2B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,2B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,3A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,3A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,3A,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,3B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,3B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,3B,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gpt-4o,3C,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,claude-3.5-sonnet,3C,indicate that,CCK-8,CoNLL-2010
S018,UNCERTAIN,gemini-1.5-pro,3C,indicate that,CCK-8,CoNLL-2010
S019,UNCERTAIN,gpt-4o,1A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,1A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,1A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,1B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,1B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,1B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,1C,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,1C,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,1C,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,2A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,2A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,2A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,2B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,2B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,2B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,3A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,3A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,3A,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,3B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,3B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,3B,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gpt-4o,3C,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,claude-3.5-sonnet,3C,"may, may",RP1,CoNLL-2010
S019,UNCERTAIN,gemini-1.5-pro,3C,"may, may",RP1,CoNLL-2010
S020,UNCERTAIN,gpt-4o,1A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,1A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,1A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,1B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,1B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,1B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,1C,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,1C,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,1C,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,2A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,2A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,2A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,2B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,2B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,2B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,3A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,3A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,3A,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,3B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,3B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,3B,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gpt-4o,3C,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,claude-3.5-sonnet,3C,"seems, or",NF-AT,CoNLL-2010
S020,UNCERTAIN,gemini-1.5-pro,3C,"seems, or",NF-AT,CoNLL-2010
S021,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),hybridized,CoNLL-2010
S021,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),hybridized,CoNLL-2010
S022,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),GATA ,CoNLL-2010
S022,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),GATA ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),PCR ,CoNLL-2010
S023,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),PCR ,CoNLL-2010
S024,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),IL-1R,CoNLL-2010
S024,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),IL-1R,CoNLL-2010
S025,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),CD28,CoNLL-2010
S025,ASSERTIVE,gemini-1.5-pro,3C,N/A (no hedge cues),CD28,CoNLL-2010
S026,ASSERTIVE,gpt-4o,1A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,1A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,1A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,1B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,1B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,1B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,1C,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,1C,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,1C,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,2A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,2A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,2A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,2B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,2B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,2B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,3A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,3A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,3A,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,3B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,3B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gemini-1.5-pro,3B,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,gpt-4o,3C,N/A (no hedge cues),antibodies,CoNLL-2010
S026,ASSERTIVE,claude-3.5-sonnet,3C,N/A (no hedge cues),antibodies,CoNLL-2010
