stimulus_id,source,ground_truth_tag,epistemic_evidence,stem_term,model,model_id,condition,parse_error,timestamp,reformulation,certainty_level,epistemic_signal,ASL_gloss,jargon_strategy,expansion_reasoning,output,whose_perspective,accountability_note,epistemic_preservation
S017,CoNLL-2010,UNCERTAIN,may,RelA,gpt-4o,openai/gpt-4o-mini,3A,,2026-05-09T23:53:10.551585,,,,,,,"The parallel induction of I kappa B alpha synthesis means that the body is producing a protein that helps control the activity of certain complexes in the cell. These complexes, made up of p50 and RelA (also known as p65), are important for signaling pathways that respond to various stimuli. By having a continuous supply of these complexes in the cytoplasm, the cell can quickly activate them when needed, especially when there is an external signal or inducer that triggers their activity.","This explanation is from a biological perspective, focusing on cellular mechanisms and signaling pathways.",,
S017,CoNLL-2010,UNCERTAIN,may,RelA,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3B,,2026-05-09T23:53:11.406406,,,,,,,"The simultaneous production of I kappa B alpha might create a situation where p50/RelA(p65) protein complexes remain stored in the cytoplasm, enabling them to be quickly activated when a specific trigger occurs.",scientific/molecular biology researcher,"Preserved original technical terminology, maintained core scientific concept of protein complex regulation, simplified language for comprehension while retaining precise meaning",
S017,CoNLL-2010,UNCERTAIN,may,RelA,gemini-1.5-pro,google/gemini-2.0-flash-001,3B,,2026-05-09T23:53:12.124692,,,,,,,"Okay, so basically, when your cells make more I kappa B alpha at the same time as something else is happening (that's the 'parallel induction' part), it might mean you have a constant supply of p50/RelA(p65) complexes hanging out in the cytoplasm. These complexes are then ready to be activated quickly when the right signal comes along.",student,"I simplified the terminology, replacing 'parallel induction' with a more descriptive explanation. I also broke down the sentence into smaller, more digestible parts and used less formal language. I preserved the core meaning of the sentence: the simultaneous increase of I kappa B alpha potentially leads to a readily available pool of p50/RelA(p65) complexes for rapid activation.",
S017,CoNLL-2010,UNCERTAIN,may,RelA,gpt-4o,openai/gpt-4o-mini,3B,,2026-05-09T23:53:09.880989,,,,,,,"The simultaneous production of I kappa B alpha might enable a constant supply of p50/RelA(p65) complexes in the cytoplasm, which can be quickly activated by inducers.","The speaker's perspective is maintained, focusing on the biochemical processes involved in the synthesis and availability of protein complexes.","I preserved the key concepts of parallel induction, continuous presence, cytoplasmic reservoir, and inducer-mediated stimulation from the original speaker.",
S017,CoNLL-2010,UNCERTAIN,may,RelA,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3C,,2026-05-09T23:53:14.573212,,,,,,,"The parallel production of I kappa B alpha might create a way for p50/RelA(p65) protein complexes to remain in the cytoplasm, potentially allowing these complexes to be quickly activated when a specific trigger occurs.",Scientific researcher in molecular biology/immunology,Direct interpretation maintaining technical precision while making language more accessible,"Retained the original language's sense of theoretical possibility by using 'might' instead of 'will', preserving the researcher's measured, exploratory tone. The original sentence suggests a potential mechanism, not a definitive conclusion, so the interpretation maintains that nuanced uncertainty."
S017,CoNLL-2010,UNCERTAIN,may,RelA,gemini-1.5-pro,google/gemini-2.0-flash-001,3C,,2026-05-09T23:53:12.891092,,,,,,,The creation of I kappa B alpha at the same time as something else *might* mean there's always a supply of p50/RelA(p65) hanging out in the cell's cytoplasm. This supply *could* be quickly activated when stimulated.,Speaker's,"I added ""might"" and ""could"" to reflect the speaker's use of ""may,"" which indicates possibility rather than certainty. I simplified the sentence structure for clarity in interpretation.","The original sentence uses ""may,"" which expresses a degree of possibility or likelihood, but not certainty. I preserved this uncertainty by using ""might"" and ""could"" in the interpreted sentence. This ensures the Deaf student understands the speaker is presenting a hypothesis or a potential mechanism, rather than a definitively proven fact. Omitting these qualifiers would have misrepresented the speaker's level of confidence and potentially misled the student."
S017,CoNLL-2010,UNCERTAIN,may,RelA,gpt-4o,openai/gpt-4o-mini,3C,,2026-05-09T23:53:12.529285,,,,,,,The parallel induction of I kappa B alpha synthesis might allow for the continuous presence of a cytoplasmic reservoir of p50/RelA(p65) complexes that are readily available for inducer-mediated stimulation.,The speaker appears to be presenting a hypothesis or a possibility rather than a definitive conclusion.,"It's important to convey that the speaker is suggesting a potential outcome rather than stating it as a fact, as this affects the interpretation of the research implications.","I modified the phrase 'may allow' to 'might allow' to reflect a slightly lower level of certainty while maintaining the original meaning. This change emphasizes that the speaker is proposing a possibility rather than asserting a certainty, which is crucial for the student's understanding of the research context."
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1A,,2026-05-09T23:53:13.276276,We found that the peptide CCK-8 promotes growth and survival of Jurkat T cells by activating specific cell receptors and influencing genes controlled by the AP-1 regulatory protein.,high,,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,1A,,2026-05-09T23:53:12.992478,"This study suggests that CCK-8 promotes growth or survival in Jurkat T cells. This effect appears to be mediated by the activation of CCK(B) receptors, which in turn alters the expression of genes regulated by the AP-1 transcription factor.",high,,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,1A,,2026-05-09T23:53:12.150702,"Our findings suggest that CCK-8 has a growth-promoting effect on Jurkat T cells by activating CCK(B) receptors, which in turn influences the expression of genes regulated by AP-1.",high,,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1B,,2026-05-09T23:53:15.458222,"Our findings suggest that the peptide CCK-8 appears to promote growth and survival in Jurkat T cells. This occurs by activating CCK(B) receptors, which seems to change how certain genes controlled by the AP-1 transcription factor are expressed.",high,"Used words like 'suggest' and 'appears to' to maintain the original cautious academic tone, preserving the original hedging while making the language more visually accessible",,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,1B,,2026-05-09T23:53:14.040795,CCK-8 seems to make Jurkat T cells grow. This might happen because CCK-8 activates CCK(B) receptors. This activation could change how AP-1-regulated genes are expressed.,medium,"I used 'seems to' and 'might happen' to reflect the 'indicate' and 'through stimulation' from the original sentence, which suggests a level of inference rather than absolute certainty.",,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,1B,,2026-05-09T23:53:14.386105,"Our findings suggest that CCK-8 has a growth-promoting effect on Jurkat T cells by activating CCK(B) receptors, which influences the expression of genes regulated by AP-1.",high,The use of 'suggest' indicates a strong level of confidence in the findings.,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1C,,2026-05-09T23:53:15.654229,"In our scientific investigation, we discovered that a specific molecule called CCK-8 promotes growth and development in Jurkat T cells. This occurs when CCK-8 activates specific cellular receptors, which then trigger changes in gene expression controlled by a protein complex named AP-1.",high,,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,1C,,2026-05-09T23:53:15.779942,"We found that CCK-8 helps Jurkat T cells grow. It does this by activating CCK(B) receptors. This activation changes how AP-1-regulated genes are expressed, which then promotes cell growth.",high,,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,1C,,2026-05-09T23:53:14.287362,"Our findings show that CCK-8 promotes growth in Jurkat T cells by activating CCK(B) receptors, which affects the expression of genes controlled by AP-1.",high,,,,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2A,,2026-05-09T23:53:16.418855,,,,RESULT WE SHOW CCK-8 [fingerspell] GROW EFFECT JURKAT T CELL [sign] THROUGH STIMULATE CCK(B) RECEPTOR [sign] BY CHANGE EXPRESS AP-1 GENE [sign],fingerspell,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,2A,,2026-05-09T23:53:15.450920,,,,"OUR RESULTS SHOW CCK-8 (fingerspell CCK-EIGHT) HAVE EFFECT GROW JURKAT T CELL, BECAUSE STIMULATE CCK-B RECEPTOR, CHANGE AP-1 REGULATED GENE EXPRESSION.",fingerspell,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,2A,,2026-05-09T23:53:15.653903,,,,OUR RESULT CCK-8 EFFECT JURKAT T-CELL STIMULATE CCK-B RECEPTOR MODULATE AP-1 GENE,fingerspell,,,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2B,,2026-05-09T23:53:18.523571,,,,RESEARCH SHOW CELL CHEMICAL TRIGGER NUMBER-8 ACTIVATE T-CELL GROWTH THROUGH SPECIFIC RECEPTOR CHANGE GENE EXPRESSION,expand,"Technical acronym with complex molecular details requires conceptual translation to reduce cognitive load for DHH STEM students, focusing on core meaning of cellular mechanism rather than letter-by-letter spelling",,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,2B,,2026-05-09T23:53:17.134701,,,,CCK-8 (SHOW CELL GROWTH ASSAY),expand,"Given the audience of Deaf and Hard-of-Hearing graduate students and the research indicating that excessive fingerspelling increases cognitive load, expanding 'CCK-8' to 'CELL GROWTH ASSAY' is the most socially responsible approach. This provides immediate conceptual understanding, reducing the need for mental translation and allowing students to focus on the core scientific information being presented. The gloss includes the fingerspelled abbreviation followed by the expansion in ASL.",,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,2B,,2026-05-09T23:53:17.268280,,,,CCK-8 (a specific molecule) helps Jurkat T cells grow by activating certain receptors and changing how some genes are expressed.,expand,"Expanding the term conceptually helps DHH students understand the significance of CCK-8 in the context of the sentence without the cognitive load of fingerspelling, making the information more accessible.",,,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3A,,2026-05-09T23:53:19.030458,,,,,,,"Let me break this down for you. This sentence is describing how a specific molecule called CCK-8 influences the growth and behavior of Jurkat T cells (a type of human T lymphocyte used in research). When CCK-8 interacts with CCK(B) receptors on these cells, it triggers changes in gene expression, specifically affecting genes controlled by the AP-1 transcription factor. This interaction appears to promote cell growth or survival - what scientists call a 'trophic effect'.",scientific researcher explaining research findings,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,3A,,2026-05-09T23:53:18.014140,,,,,,,"Okay, let's break this down. Basically, we're saying that CCK-8 has a 'trophic effect' on Jurkat T cells. 'Trophic effect' means it's helping these cells grow, survive, or function better. We think it does this by stimulating 'CCK(B) receptors' on the surface of these cells. Think of these receptors like little antennas that receive signals. When CCK-8 binds to these antennas, it triggers something inside the cell. That 'something' is the 'modulation of expression of AP-1-regulated genes'. 'Modulation of expression' means it's changing how much of certain genes are being used to make proteins. These particular genes are regulated by something called 'AP-1'. So, in short: CCK-8 helps Jurkat T cells by activating CCK(B) receptors, which then changes the activity of genes controlled by AP-1.",teacher,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,3A,,2026-05-09T23:53:20.140617,,,,,,,"The study shows that a substance called CCK-8 has a positive effect on Jurkat T cells, which are a type of immune cell. This effect happens because CCK-8 activates specific receptors known as CCK(B) receptors. When these receptors are stimulated, they influence the expression of certain genes that are regulated by a group of proteins called AP-1.",This explanation is from the perspective of a researcher or scientist who is interpreting the findings of a study on the effects of CCK-8 on Jurkat T cells.,,
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3B,,2026-05-09T23:53:20.368412,,,,,,,Our findings suggest that CCK-8 promotes growth and development in Jurkat T cells by activating CCK(B) receptors and influencing the expression of genes regulated by the AP-1 transcription factor.,scientific researcher,"Preserved original scientific terminology, core mechanism description, and research conclusion while making language slightly more accessible",
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,3B,,2026-05-09T23:53:19.574846,,,,,,,"Okay, so basically, the research shows that CCK-8 helps Jurkat T cells grow. It does this by activating CCK(B) receptors, which then changes how certain genes controlled by AP-1 are expressed.",Student,"I preserved the core meaning of the sentence, focusing on conveying the trophic effect of CCK-8 on Jurkat T cells via CCK(B) receptor stimulation and AP-1-regulated gene expression. I simplified the language to make it more accessible to a student, replacing technical terms with more common synonyms where appropriate (e.g., 'exerts a trophic effect' became 'helps grow', 'modulation of expression' became 'changes how...are expressed').",
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,3B,,2026-05-09T23:53:19.408247,,,,,,,"Our findings show that CCK-8 has a growth-promoting effect on Jurkat T cells by activating CCK(B) receptors, which in turn influences the expression of genes regulated by AP-1.",the speaker's perspective,"I preserved the key scientific concepts, including the specific effects of CCK-8, the type of cells involved (Jurkat T cells), the mechanism of action (stimulation of CCK(B) receptors), and the role of AP-1-regulated genes.",
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3C,,2026-05-09T23:53:23.193936,,,,,,,"Our findings suggest that CCK-8 appears to promote growth and development in Jurkat T cells by activating CCK(B) receptors, potentially by influencing the expression of genes regulated by the AP-1 transcription factor.",Researchers conducting a scientific study on cellular mechanisms,"Interpretation maintains the original research team's cautious scientific language, preserving the tentative nature of scientific claims","Replaced 'exerts' with 'appears to' and 'modulation' with 'influencing' to reflect the inherent uncertainty in scientific research, while maintaining the core meaning and avoiding overstatement of definitive causality"
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gemini-1.5-pro,google/gemini-2.0-flash-001,3C,,2026-05-09T23:53:21.646145,,,,,,,"The research team's findings suggest, but do not definitively prove, that CCK-8 promotes growth and survival in Jurkat T cells. This likely happens because CCK-8 activates CCK(B) receptors, which in turn changes how AP-1-regulated genes are expressed.",Speaker's (research team),"I added 'suggest, but do not definitively prove' and 'likely happens' to reflect the 'indicate' in the original sentence, which implies a level of uncertainty inherent in research findings. I also replaced 'modulation' with 'changes how' for clarity.","The original sentence uses 'indicate,' which is weaker than 'prove' or 'demonstrate.' I preserved this epistemic status by using phrases like 'suggest, but do not definitively prove' and 'likely happens.' This conveys that the researchers have evidence supporting their claim, but it's not a conclusive, definitive statement. This is crucial because the student needs to understand the level of certainty associated with the findings to appropriately evaluate the research and its implications."
S018,CoNLL-2010,UNCERTAIN,indicate that,CCK-8,gpt-4o,openai/gpt-4o-mini,3C,,2026-05-09T23:53:20.901744,,,,,,,"The results suggest that CCK-8 has a trophic effect on Jurkat T cells by stimulating CCK(B) receptors, which modulates the expression of AP-1-regulated genes.",The researchers conducting the study.,"The statement reflects the researchers' findings and interpretations, which are subject to further validation.","I preserved the original certainty by using 'suggest' instead of 'indicate' to convey a slightly lower level of certainty, acknowledging that while the results point to a conclusion, further research may be needed to confirm it."
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1A,,2026-05-09T23:53:22.249069,"The expression of the RP1 gene appears to be linked to cell proliferation in both activated T cells and various tumor cell lines. This suggests that genes in the EB1-like family might be important not just in colorectal cancer development, but potentially in regulating cell growth in normal cellular processes as well.",medium,,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,1A,,2026-05-09T23:53:21.488786,"Because the amount of RP1 gene activity in both activated immune cells and various cancer cell lines is linked to how quickly these cells multiply, the EB1-like gene family might contribute not only to the development of colorectal cancer but also to the regulation of normal cell growth.",high,,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,1A,,2026-05-09T23:53:20.690079,The level of RP1 gene expression in activated T cells and various tumor-derived cell lines is associated with the growth status of these cells. This suggests that members of the EB1-like gene family might be involved not only in the development of colorectal cancers but also in regulating the growth of normal cells.,high,,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1B,,2026-05-09T23:53:24.687072,"Research suggests that the RP1 gene's expression level in activated T cells and various tumor cell lines seems to relate to how quickly cells are dividing. This indicates that genes similar to EB1 might potentially be connected not just to colorectal cancer development, but could also potentially influence cell growth regulation in normal cellular contexts.",medium,"Used modal verbs 'might' and 'potentially' to preserve the original cautious language, reflecting the original text's use of 'may' which signals uncertainty about the proposed relationship",,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,1B,,2026-05-09T23:53:23.098939,"RP1 gene expression level: In activated T cells AND various tumor cell lines, it seems to match how fast cells are growing (proliferative status). So, EB1-like gene family: possibly involved in colorectal cancer development (tumorigenesis). ALSO, possibly involved in controlling how fast normal cells grow.",medium,"Used ""seems to match"" for ""correlates with"" and ""possibly"" for ""may"" to reflect the original sentence's hedging.",,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,1B,,2026-05-09T23:53:23.905552,The RP1 gene's expression level in activated T cells and various tumor-derived cell lines seems to relate to how fast the cells are growing. This suggests that members of the EB1-like gene family might be involved in the development of colorectal cancers and could also influence how normal cells grow.,medium,The use of phrases like 'seems to relate' and 'might be involved' indicates a moderate level of certainty.,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,1C,,2026-05-09T23:53:25.021390,"In T cells that are activated and in various cancer cell types, the amount of RP1 gene being expressed seems to match how quickly those cells are dividing. This suggests that genes similar to EB1 might not just be important in colorectal cancer development, but could also help regulate cell growth in healthy, normal tissues.",medium,,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,1C,,2026-05-09T23:53:24.249529,"RP1 gene activity (expression level) is linked to how fast cells grow (proliferation) in both activated T cells and various cancer cell lines. This suggests that the EB1-like gene family, which includes RP1, might be important in two ways: 1) cancer development in colorectal cancers, AND 2) controlling normal cell growth.",high,,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,1C,,2026-05-09T23:53:23.447146,"The amount of RP1 gene in activated T cells and various tumor cell lines is linked to how fast the cells grow. This suggests that the EB1-like gene family might be important not just in the development of colorectal cancer, but also in regulating the growth of normal cells.",high,,,,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2A,,2026-05-09T23:53:25.931087,,,,"WHEN RP1 GENE ACTIVE IN T-CELL AND TUMOR-CELL LINE LEVEL SHOW CELL GROW-FAST, MAYBE EB1-LIKE GENE FAMILY NOT JUST CONNECT COLORECTAL CANCER START BUT ALSO CONTROL NORMAL CELL GROW",expand,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,2A,,2026-05-09T23:53:25.006924,,,,"ACTIVATED T-CELLS, TUMOR CELL LINE MANY, RP1 GENE EXPRESSION LEVEL, SAME-SIGN CORRELATE CELL PROLIFERATE STATUS. EB1-LIKE GENE FAMILY, COLORECTAL CANCER TUMORIGENESIS INVOLVED, MAYBE. NORMAL CELL PROLIFERATE CONTROL ROLE ALSO.",fingerspell,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,2A,,2026-05-09T23:53:24.690974,,,,RP1 GENE EXPRESSION LEVEL T-CELLS ACTIVATED TUMOR CELL LINES CORRELATE PROLIFERATIVE STATUS CELLS EB1-LIKE GENE FAMILY NOT ONLY INVOLVED TUMORIGENESIS COLORECTAL CANCERS ALSO ROLE PROLIFERATIVE CONTROL NORMAL CELLS,fingerspell,,,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,2B,,2026-05-09T23:53:28.598203,,,,"GENE RESEARCH-POINT-ONE SHOW WHEN T-CELL ACTIVE AND TUMOR-CELL GROW, GENE FAMILY MAYBE CONTROL CANCER CELL SPREAD AND NORMAL CELL GROWTH",expand,"Technical acronym 'RP1' requires conceptual unpacking to reduce cognitive load. By explaining the gene's observed behavior and research significance, the interpretation provides meaningful context for DHH STEM students, supporting comprehension without letter-by-letter fingerspelling that would interrupt conceptual processing.",,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,2B,,2026-05-09T23:53:26.517108,,,,"RP1 GENE, EXPRESSION LEVEL INCREASE ACTIVATE T-CELL, TUMOR CELL LINE, RELATE PROLIFERATE STATUS CELL. EB1-LIKE GENE FAMILY, INVOLVE TUMORIGENESIS COLORECTAL CANCER, PLAY ROLE PROLIFERATE CONTROL NORMAL CELL.",expand,"Given the audience of Deaf and Hard-of-Hearing graduate students and the research indicating that excessive fingerspelling increases cognitive load, expanding 'RP1' is the most socially responsible approach. While fingerspelling it once might be necessary for initial introduction, repeatedly fingerspelling it throughout the interpretation would be detrimental. Instead, the interpreter should focus on conveying the meaning and function of RP1 within the context of the sentence. In this case, the gloss provides context clues to the meaning of RP1.",,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,2B,,2026-05-09T23:53:27.154209,,,,"As the expression level of the RP1 gene in activated T cells and a spectrum of tumor-derived cell lines correlates with the proliferative status of the cells, members of the EB1-like gene family may not only be involved in the tumorigenesis of colorectal cancers but may also play a role in the proliferative control of normal cells.",expand,"Expanding the term RP1 conceptually allows for a clearer understanding of its relevance in the context of gene expression and its implications in cancer research, reducing cognitive load for Deaf and Hard-of-Hearing students.",,,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3A,,2026-05-09T23:53:28.323729,,,,,,,"Let me break this down for you. The researchers found that the RP1 gene's expression level changes based on how actively cells are dividing - specifically in activated T cells and various tumor cell lines. This suggests that genes in the EB1-like family might not just be important in colorectal cancer development, but could also be crucial in regulating normal cell growth and division.",scientific researcher explaining gene expression and cellular proliferation,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,3A,,2026-05-09T23:53:27.806099,,,,,,,"Okay, let's break this down. Basically, we're looking at a gene called RP1. We've noticed that when cells are actively dividing (proliferating), the amount of RP1 being produced (its expression level) goes up. This happens both in activated T cells (immune cells that are working hard) and in various cancer cell lines (cells grown in a lab that came from tumors). Because of this connection between RP1 and cell division, scientists think that a group of genes similar to EB1 (the EB1-like gene family) might be important. They suspect these genes aren't just involved in how colorectal cancer develops (tumorigenesis), but also in how normal cells control their own division.",teacher,,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,3A,,2026-05-09T23:53:26.477861,,,,,,,The RP1 gene's expression level in activated T cells and various tumor-derived cell lines is linked to how quickly these cells are dividing. This suggests that genes related to EB1 might contribute to the development of colorectal cancers and also help regulate the growth of normal cells.,"This explanation is from a scientific perspective, focusing on the relationship between gene expression and cell proliferation in both cancerous and normal cells.",,
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3B,,2026-05-09T23:53:30.311283,,,,,,,"As the expression level of the RP1 gene increases in activated T cells and various tumor cell lines, it appears to be linked to the cell's proliferation rate. This suggests that genes in the EB1-like family might not only be important in colorectal cancer development, but could also be significant in regulating cell growth in normal biological processes.",scientific researcher studying gene expression and cellular proliferation,"Preserved the key scientific observations about gene expression correlation, potential roles in tumorigenesis, and implications for normal cellular processes; maintained the technical nuance of the original statement while making it more accessible",
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,3B,,2026-05-09T23:53:29.084815,,,,,,,"Okay, so basically, we've noticed that how much of the RP1 gene is active in both activated T cells and different cancer cell lines seems to match how quickly those cells are growing. Because of this, we think that the EB1-like gene family – which RP1 belongs to – might not just be involved in causing colorectal cancer, but could also be important for controlling how quickly normal cells grow too.",student,"I preserved the core scientific argument: the correlation between RP1 expression and cell proliferation, and the hypothesis that EB1-like genes are involved in both tumorigenesis and normal cell proliferation. I simplified the language and broke down the complex sentence into smaller, more digestible parts. I avoided technical jargon where possible and focused on conveying the overall meaning.",
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,3B,,2026-05-09T23:53:29.281841,,,,,,,The RP1 gene's expression level in activated T cells and various tumor-derived cell lines is linked to the cells' growth status. This suggests that the EB1-like gene family might be involved not only in the development of colorectal cancers but also in regulating the growth of normal cells.,"The speaker's perspective is maintained, emphasizing the correlation between gene expression and cell proliferation in both cancerous and normal cells.","I preserved the key concepts of gene expression correlation, the involvement of the EB1-like gene family in tumorigenesis, and the role in normal cell proliferation.",
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,claude-3.5-sonnet,anthropic/claude-3.5-haiku,3C,,2026-05-09T23:53:32.817241,,,,,,,Research suggests that the RP1 gene's expression level in activated T cells and various tumor cell lines seems to be linked to cell proliferation. Researchers hypothesize that EB1-like gene family members might potentially contribute to colorectal cancer development and could also influence normal cell proliferation control.,Scientific research team/authors of the original study,"Interpretation maintains the tentative language of the original statement, using terms like 'suggests', 'might', and 'potentially' to reflect the exploratory nature of the research findings",Preserved the original statement's moderate certainty by using modal verbs and qualifying language that indicates a hypothesis rather than a definitive conclusion. Avoided overstating the claims while maintaining the core scientific observation about gene expression and potential cellular roles.
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gemini-1.5-pro,google/gemini-2.0-flash-001,3C,,2026-05-09T23:53:30.961869,,,,,,,"RP1 유전자 발현 정도가 활성화된 T 세포와 다양한 종양 세포주에서 세포 증식 상태와 연관되어 나타납니다. EB1 유사 유전자군이 대장암 발생에 관여할 *뿐만 아니라*, 정상 세포의 증식 조절에도 역할을 할 *수 있습니다*.",Speaker,The Korean translation aims to preserve the speaker's level of certainty. I used specific grammatical structures to indicate the degree of confidence.,"The original sentence uses ""correlates with"" to indicate an observed association, which is translated directly. The phrase ""may not only be involved... but may also play a role"" expresses a degree of uncertainty and possibility. This is preserved in the Korean translation using ""뿐만 아니라"" (not only... but also) to maintain the connection and ""수 있습니다"" (can/may) to indicate the possibility and uncertainty. Omitting ""수 있습니다"" would make the statement sound more definitive than intended, which would misrepresent the speaker's epistemic stance. The use of ""수 있습니다"" is crucial for conveying the speaker's cautious claim."
S019,CoNLL-2010,UNCERTAIN,"may, may",RP1,gpt-4o,openai/gpt-4o-mini,3C,,2026-05-09T23:53:31.152199,,,,,,,The expression level of the RP1 gene in activated T cells and various tumor-derived cell lines appears to correlate with how quickly the cells are proliferating. This suggests that members of the EB1-like gene family might be involved not only in the development of colorectal cancers but could also have a role in controlling the proliferation of normal cells.,The speaker appears to be a researcher discussing findings related to gene expression and its implications in cancer biology.,The interpretation maintains the original content while clarifying the speaker's level of certainty regarding the involvement of the EB1-like gene family in both tumorigenesis and normal cell proliferation.,"I preserved the speaker's tentative language by using phrases like 'appears to correlate' and 'might be involved,' which reflect the uncertainty present in the original statement. This is crucial for accurately conveying the speaker's level of certainty to the Deaf graduate student."
